id,title,text,context_tweet,pred_cot,gpt_regionalisms,dict_regionalisms
344973,"""El pico del coronavirus se está ralentizando"", dijo Ginés González García",@usuario Listo cagamos estamos todos contagiados con covid-19 !!,"""El pico del coronavirus se está ralentizando"", dijo Ginés González García https://t.co/SNfXXt6VqS https://t.co/TudlVxVp8O","La expresión ""Listo cagamos"" es una expresión coloquial común en Argentina para expresar preocupación o resignación frente a una situación negativa. Por lo tanto, la respuesta final es sí, existe una expresión regional en el texto.",['listo cagamos'],['cagar']
366781,"El mensaje privado que Raúl Rizzo les envió a otros actores por Luis Brandoni: ""Que quede solo""","@usuario Pobre actorzuelo de telenovelas de bajo presupuesto. Como todo mediocre, sin recursos mentales para debatir hace lo único que saben hacer estos personajes, ladrar y tratar de hacer daño. Patético!",El mensaje privado que Raúl Rizzo les envió a otros actores por Luis Brandoni: “Tenemos que diferenciarnos de él y que quede solo” https://t.co/QDlfsmsbWV,"La expresión ""actorzuelo"" en el texto es un término regional en Argentina usado de manera despectiva para referirse a un actor de poco talento. La respuesta final es sí.",['actorzuelo'],[]
359744,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa,@usuario idolo,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa https://t.co/vMBL4JfWf6,"La expresión ""ídolo"" no es un término regional del español de Argentina, por lo tanto la respuesta final es no.",[],[]
374770,"Desde Buenos Aires, Evo Morales aseguró que Luis Arce ganó las elecciones en Bolivia",@usuario 52 4%,Evo Morales aseguró desde Buenos Aires que Luis Arce ganó las elecciones en Bolivia https://t.co/puEDB1K5IQ,"La expresión ""52 4%"" no es un término regional del español de Argentina. La respuesta final es no.",[],[]
379385,"Las organizaciones sociales salieron al cruce de la acusación de Sergio Berni por la toma de tierras: ""La falta de vivienda no se resuelve con balas""",@usuario Manzana,Las organizaciones sociales salieron al cruce de la acusación de Sergio Berni por la toma de tierras: “La falta de vivienda no se resuelve con balas” https://t.co/w0cDK2BIfI,"La palabra ""manzana"" no es una expresión regional del español de Argentina, por lo tanto la respuesta final es no.",[],['manzana']
379442,"La historia de una familia de cartoneros en la toma de Guernica: ""Por primera vez sentimos que tenemos un hogar""",@usuario Andate a cagar clarin,"La historia de una familia de cartoneros en la toma de Guernica: ""Por primera vez sentimos que tenemos un hogar"" https://t.co/Jt0TMKAXYz","respuesta: La expresión ""Andate a cagar"" es un término regional en Argentina utilizado como una expresión vulgar para mandar a alguien lejos o expresar enfado. La respuesta final es sí.",['andate a cagar'],['cagar']
396098,"Graciela Camaño: ""No hay conducción bifronte, la gestión la conduce Cristina Kirchner""","@usuario Esta es  la  primera traidora, de que  está  hablando ahora? Memoria señores !!","Graciela Camaño: ""No hay conducción bifronte, la gestión la conduce Cristina Kirchner""

""Me considero una diputada opositora, no estoy conforme con la dirigencia política, porque se ha perdido mucho nivel con los años"", dijo la legisladora.

https://t.co/3gT0n2GpGu","respuesta: La expresión ""primera traidora"" no es un término regional, es un comentario particular de la persona que habla en el texto. La respuesta final es no.",[],[]
349743,"Graciana Peñafort: ""La marcha me dio mucha pena y tuvo un nivel de convocatoria menor al esperado""",@usuario Y a quien le.kmpoeta la opinión de esta mujer. Par que le dan entidad infobae ? Buscan confrontar todo el tiempo.,Graciana Peñafort: “La marcha me dio mucha pena y tuvo un nivel de convocatoria menor al esperado” https://t.co/sPiBqGmFIg,"respuesta: La expresión ""le.kmpoeta"" es un término regional y coloquial en Argentina que se utiliza para expresar desinterés o falta de importancia hacia algo o alguien. La respuesta final es sí.",['le.kmpoeta'],['dar']
338403,"Carla Vizzotti: ""Cualquier resfrío en este invierno es coronavirus hasta que se demuestre lo contrario""",@usuario Larguen la ayahuasca muchachas 😳,"Carla Vizzotti: ""Cualquier resfrío en este invierno es coronavirus hasta que se demuestre lo contrario"" https://t.co/L1tdNN1Lz4","La expresión ""Larguen la ayahuasca"" es una expresión coloquial y popular en Argentina que hace alusión a relajarse o calmarse en medio de una situación estresante. Por lo tanto, la respuesta final es sí, se encuentra un término regional del español de Argentina en el texto.",['larguen la ayahuasca'],[]
330573,"""No soy feminista, soy mujer"", la frase de Viviana Canosa que generó polémica en las redes",@usuario Es la reventada derecha.,"""No soy feminista, soy mujer "", la frase de Viviana Canosa que generó polémica https://t.co/82hsZ7xJsM https://t.co/6Jjp37b233","La expresión ""reventada"" es un término regional en Argentina que se refiere a una persona que se muestra vehementemente en contra de cierta ideología o postura. La respuesta final es sí.",['reventada'],[]
359595,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo,@usuario Habla bien,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,respuesta: El texto no contiene expresiones regionales. La respuesta final es no.,[],[]
334932,El peronismo necesita sacarse de encima al kirchnerismo,@usuario Son lo mismo.,[OPINIÓN] El peronismo necesita sacarse de encima al kirchnerismo | Por Julio Bárbaro https://t.co/e5zIWHTUG2,"La expresión ""sacarse de encima"" es un término regional en Argentina que significa deshacerse de algo molesto o no deseado. La respuesta final es sí.",['sacarse de encima'],[]
391761,Preocupante hallazgo en China: detectaron coronavirus en helados,@usuario Paren con el terrorismo psicologico,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,"respuesta: La expresión ""Paren con el terrorismo psicológico"" no contiene expresiones regionales. La respuesta final es no.",[],[]
364622,"Jonatan Viale, tras el retuit de Alberto Fernández con un agravio en su contra: La sociedad no quiere un líder rabioso",@usuario La sociedad no quiere un líder rabioso ni un #GorditoLechoso 😂😂😂,"Jonatan Viale, tras los agravios de Alberto Fernández: “La sociedad no quiere un líder rabioso” https://t.co/nh9iRAH9v6 https://t.co/XokoKC2XNw","La expresión ""GorditoLechoso"" no es un término regional del español de Argentina, ya que se trata de un hashtag utilizado en redes sociales para referirse a una persona específica y no es una expresión coloquial común en el dialecto argentino. La respuesta final es no.",[],[]
369286,"Juana Viale: ""¿Termina este mandato el Gobierno?""",@usuario Venden humo como siempre.,"Juana Viale: ""¿Termina este mandato el Gobierno?"" https://t.co/hGmInRVN8j","La expresión ""venden humo"" es de carácter coloquial y no exclusivo de Argentina, por lo tanto no se considera un término regional del español de Argentina. La respuesta final es no.",[],['vende humo']
336756,Pidieron la detención de la mujer que violó la cuarentena y les arrojó gas pimienta a los policías,"@usuario Pero llevenla presa y que todas las mañanas limpie un hospital, todo los ambientes",Pidieron la detención de la mujer que violó la cuarentena y les arrojó gas pimienta a los policías https://t.co/AZbjg9ug46,"respuesta: La expresión ""llevenla presa"" es de carácter regional en Argentina, ya que la forma correcta en español sería ""llévenla presa"". Por lo tanto, la respuesta final es sí.","['llevenla presa', 'llevenla presa']",[]
405803,Máximo Kirchner sube a los Moyano a la pelea contra Rodríguez Larreta,@usuario Cada paso que dan contra Larreta pierden  un voto,Máximo Kirchner sube a los Moyano a la pelea contra Rodríguez Larreta https://t.co/T2cI6794vf https://t.co/1bAerBNyuN,"respuesta: La expresión ""Cada paso que dan contra Larreta pierden un voto"" no contiene expresiones regionales. La respuesta final es no.",[],['dar']
346755,Coronavirus en Argentina: Ricardo Alfonsín le reclama al radicalismo que apoye el impuesto a las grandes fortunas y condene los aumentos de precios,@usuario Q viejo pelotudo e inútil resultó este,Coronavirus en Argentina: Ricardo Alfonsín le reclama al radicalismo que apoye el impuesto a las grandes fortunas y condene los aumentos de precios https://t.co/O2NUvW3B74,"respuesta: La expresión ""Q viejo pelotudo e inútil"" no es un término regional, sino más bien un insulto común en el lenguaje coloquial. La respuesta final es no.",[],"['pelotudo', 'viejo']"
330846,Macri le pidió a Alberto Fernández no tomar medidas drásticas que frenen la economía,"@usuario En su cuenta oficial MM insta a acompañar al gobierno en sus desiciones... Estos ""trascendidos"" invitan a chequear un poco mejor","#Coronavirus - Mauricio Macri llamó ayer por teléfono a Alberto Fernández

Según trascendidos, el ex presidente no está de acuerdo con la paralización total del país. 

Más información ⬇️

https://t.co/v7MpX04MOP",respuesta: El comentario no contiene expresiones regionales. La respuesta final es no.,[],[]
397726,"Mora Godoy cierra su escuela de tango y remata su vestuario para ""poder seguir adelante""","@usuario @usuario El conchero...después que voto a FF , está inservible no ofrezcan .",Mora Godoy cierra su escuela de tango y remata su vestuario para “poder seguir adelante” https://t.co/O6ZQnxCE1p,"respuesta: La expresión ""el conchero"" es un término regional en Argentina que se refiere de forma despectiva a una persona que apoyó al gobierno actual (Frente de Todos). La respuesta final es sí.",['el conchero'],"['canchero', 'concheto']"
375678,Elecciones en Bolivia: retuvieron en el aeropuerto de La Paz a un diputado argentino,@usuario Seguro fue a comprar merca (y no me refiero a mercadopago),Elecciones en Bolivia: retienen en el aeropuerto a un diputado argentino https://t.co/LtRkkYVAto,"respuesta: La expresión ""merca"" es de carácter regional en Argentina y se refiere a la cocaína. La respuesta final es sí.",['merca'],['merca']
398935,Mara Gómez cumple su sueño: será la primera futbolista transgénero en el torneo profesional argentino,"@usuario Para mi tendrían q ser todas trans así juegan bien a la pelota. Son inmirables los partidos. Ojalá haya 100% de trans en el fútbol femenino.
Vamos Mara. 

Firma: los espectadores",Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"respuesta: La expresión ""inmirables"" es un término regional del español de Argentina, utilizado para expresar que algo es digno de ser observado o admirado. La respuesta final es sí.",['inmirables'],[]
387740,"""Mica"" y ""Maru"", las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares","@usuario ¿Si se las quiso ""enfiestar"" cual es el problema si ellas hubieran aceptado la propuesta?
No veo cual es la gracia de reirse porque dos turras lo afanaron...
Pais de envidiosos que se alegran porque afanan a un tipo que le va bien.","“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco","La expresión ""enfiestar"" es de carácter regional y se refiere a participar en una fiesta o reunión en la que se consume alcohol y drogas. La respuesta final es sí.",['enfiestar'],"['afanar', 'turra']"
366830,"Fue a robar a una casa y el dueño lo mató de un tiro: ""Reaccionó como cualquiera de nosotros"", dijo la familia del ladrón",@usuario .... se acabo la rabia,"Fue a robar a una casa y el dueño lo mató de un tiro: ""Reaccionó como cualquiera de nosotros"", dijo la familia del ladrón https://t.co/tvbIiMQ7TZ","respuesta: La expresión ""se acabo la rabia"" es de carácter regional, y se refiere a la finalización de la bronca o enojo. La respuesta final es sí.",['se acabo la rabia'],[]
395810,"Carla Vizzotti dijo que las pruebas de la Anmat sobre la vacuna rusa muestran ""una eficacia que genera optimismo""",@usuario Bueno que muestren cuando se ponga ella la dosis,Carla Vizzotti dijo que las pruebas de la Anmat sobre la vacuna rusa muestran 'una eficacia que genera optimismo' https://t.co/kmSnGtzIGr,"respuesta: La expresión ""Bueno que muestren cuando se ponga ella la dosis"" no contiene ningún término o expresión regional del español de Argentina. La respuesta final es no.",[],[]
357410,"Sergio Berni, con un fusil durante un operativo por el crimen de un gendarme: ""Yo detuve a uno de los sospechosos""",@usuario Gracias por cuidarnos de esa manera Ministro!!! Pone la cara por la gente humilde siempre..,"Video: Sergio Berni, con un fusil durante un operativo por el asesinato de un jefe de Gendarmería https://t.co/I9T0Rlp4cG","La expresión ""pone la cara por la gente humilde siempre"" no es un término regional del español de Argentina. La respuesta final es no.",[],['cara']
382142,"Elizabeth Gómez Alcorta: ""Por la pandemia, vamos a tener una suba de los femicidios y travesticidios""",@usuario Y la culpa es dé Macri,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","respuesta: La expresión ""dé Macri"" es un regionalismo que se refiere a ""de Macri"", usando un lenguaje coloquial típico de Argentina de cambiar la preposición ""de"" por ""dé"". La respuesta final es sí.","['de macri', 'de macri', 'de', 'de']","['dar', 'macri']"
364074,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández","@usuario Típico del peronchismo, antes era por medio de libros, ahora lo hacen por medio de cerveza. Qué sigue? Marihuana ""Maxi"", cocaína ""Flopi"", grappa ""Crischu "" y así suma y sigue. Le dan lo.que consumen, nada bueno, todos vicios. Les importa un carajos el pueblo.","Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS",No hay expresiones regionales en el comentario. La respuesta final es no.,[],['dar']
348519,"Científicos identificaron en China otro virus respiratorio ""con potencial para convertirse en pandemia""",@usuario Que se queden tranca en su país y no jodan dale !!!,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,"respuesta: La expresión ""tranca"" es un término regional en Argentina que significa tranquilo o relajado. La respuesta final es sí.",['tranca'],"['dale', 'tranca']"
359560,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo,"@usuario ESTOS K NO SON SOLO CHORROS, SINO BOLUDOS TAMBIEN",Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,"respuesta: La expresión ""Estos K"" es regional y se refiere peyorativamente al kirchnerismo en Argentina. La respuesta final es sí.",['estos k'],"['boludo', 'chorro']"
362698,"Leche de cucaracha, la nueva bebida nutritiva: ¿quién se anima a probarla?",@usuario @usuario,"Leche de cucaracha, la nueva bebida nutritiva: ¿quién se anima a probarla? https://t.co/SmPfCoqaxP","La expresión ""quién se anima a probarla"" no es un término regional del español de Argentina. La respuesta final es no.",[],[]
351408,"Fernanda Raverta: una niñez en la guardería montonera, una juventud en La Cámpora y una carrera a la Anses",@usuario HIJOS DE MIL CONCHA,"Coronavirus en la Argentina: Fernanda Raverta, la camporista de raíz montonera que se quedó con la Anses https://t.co/UUKF79cabZ https://t.co/UOiRtgkBdB","La expresión ""HIJOS DE MIL CONCHA"" es un insulto común en Argentina que denota enojo o desagrado hacia otra persona. Por lo tanto, la respuesta final es sí, hay una expresión regional en el texto.",['hijos de mil concha'],['concha']
365743,El Banco Central afirmó que la prioridad del Gobierno es lograr que se inviertan los USD 170.000 millones que los argentinos tienen guardados,@usuario Busquen otra cosa. Esto no va a suceder,El Banco Central afirmó que la prioridad del Gobierno es lograr que se inviertan los USD 170.000 millones que los argentinos tienen guardados | Por Natalia Donato https://t.co/xONu5oTsyN,"La expresión ""Busquen otra cosa"" no es un regionalismo, sino una expresión común que puede ser utilizada en cualquier país de habla hispana. La respuesta final es no.",[],[]
373184,"Alberto Fernández: ""Vamos a dar batalla contra la inseguridad, no queremos hacernos los distraídos""",@usuario No sólo nos trata de pacientes psiquiátricos sino también de idiotas. #FarsanteExitoso,El Presidente encabezó una videoconferencia en donde anticipó que la semana que viene anunciará medidas para combatir el delito en la provincia de Buenos Aires https://t.co/49UXfwTmBS https://t.co/9r0LXwsdLW,"La expresión ""Farsante Exitoso"" es una crítica al Presidente y no constituye un término o expresión regional del español de Argentina. La respuesta final es no.",[],[]
379484,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer,@usuario Esta con todo el Lobby LGBT Político y la subordinación de parte de la clase política a los delirios de los PosMarxistas y todavia hay personas que dicen que no tiene nada que ver con el Marxismo Cultural.,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,"respuesta: La expresión ""con todo el Lobby LGBT Político"" es un término regional en Argentina, utilizado para referirse a la presión política realizada por grupos LGBT. La respuesta final es sí.",['con todo el lobby lgbt politico'],['nada que ver']
336529,Detuvieron a otro delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia,"@usuario Los policías que opinan, les dieron el doble de trabajo, de riesgo y la misma plata! El gobierno le dió la espalda al que labura, se caga EN TODOS.",Detuvieron a un delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia https://t.co/kRHjqDIljH,"La expresión ""se caga EN TODOS"" es de carácter regional y se refiere a que el gobierno está perjudicando a todos. La respuesta final es sí.",['se caga en todos'],"['cagar', 'dar', 'laburar', 'plata']"
333722,"""Deje de mentir"": Elisa Carrió criticó a Axel Kicillof por la gestión de la cuarentena","@usuario Bueno cierren todo m, ayer Casero hoy Lilita. Revisen que se están escapando pacientes del loquero","""Deje de mentir"": Elisa Carrió criticó a Axel Kicillof y le pidió que se dedique a gobernar https://t.co/pSNvOG8HPI https://t.co/iL7Qb1tR6e","La expresión ""se están escapando pacientes del loquero"" es de carácter coloquial y no regional. No se identifica un término o expresión regional del español de Argentina en este texto. La respuesta final es no.",[],[]
356120,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández""",@usuario Ja. En serio?,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández"" https://t.co/ACw8PTuCq2 https://t.co/sbo1b6ez6t","La expresión ""Ja"" es una forma coloquial de expresar incredulidad o sorpresa en Argentina, por lo tanto, es un término regional. La respuesta final es sí.",['ja'],[]
366233,"Sergio Berni advierte que la inseguridad seguirá creciendo ""porque la crisis es igual o peor que la del 2001""",@usuario Si pudiéramos hablar Sr Ver ni sería un gran paso para la argentina,"Sergio Berni advierte que la inseguridad seguirá creciendo ""porque la crisis es igual o peor que la del 2001"" https://t.co/EWz1upuy1b",respuesta: El comentario no contiene expresiones regionales. La respuesta final es no.,[],[]
353746,El blooper de Luis D'Elía: confundió una foto de la marcha opositora con la del 17 de Octubre,@usuario 🤣🤣🤣🤣🤣🤣,El blooper de Luis D'Elía: confundió una foto de la marcha opositora con la del 17 de Octubre https://t.co/6vOuuGuaSU,No hay expresiones regionales en el comentario. La respuesta final es no.,[],[]
402288,"El oficialismo convoca a una ""caravana federal"" en apoyo al Gobierno y al impuesto a las grandes fortunas","@usuario VAMOOOOS !!
Traigan el COVID de vuelta al AMBA !!!
Asi destruimos la economía del todo !!",Organizan una caravana en apoyo al Gobierno y al impuesto a las fortunas https://t.co/CPrTao14AH https://t.co/F875VKxyHv,"respuesta: La expresión ""VAMOOOS"" es una forma coloquial y regional de Argentina para expresar entusiasmo o aliento. La respuesta final es sí.",['vamooos'],[]
359750,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa,@usuario Otro asesino de Pato.,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa https://t.co/vMBL4JfWf6,"Razonamiento paso a paso:

1. Se analiza si la expresión ""Otro asesino de Pato"" es un término o expresión regional del español de Argentina.
2. Se identifica que la expresión ""asesino de Pato"" no es un regionalismo conocido en Argentina o en algún otro país de habla hispana.
3. Por lo tanto, la respuesta final es no, no existe un término o expresión regional del español de Argentina en el texto.",[],['pato']
354884,"""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner","@usuario Se definió a sí mismo con dos palabras. Más allá de eso, que LN le dé eco interesado a esta nada no puede sorprender a nadie. Letrina de doctrina ;)","""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner https://t.co/LMnHQGYAkK https://t.co/BPd4d6tMJ9","respuesta: La expresión ""Letrina de doctrina"" es una expresión coloquial y regional en Argentina que se refiere de manera despectiva a una persona o grupo de personas que promueven ideas o doctrinas que el hablante considera negativas. La respuesta final es sí.",['letrina de doctrina'],['dar']
341384,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena,"@usuario basta con este loro barranquero, cuyo único mérito en la vida parece ser haberse hecho millonaria vendiendo avon!",Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,"La expresión ""loro barranquero"" es un término regional en Argentina utilizado para referirse a una persona que habla mucho sin decir cosas relevantes o coherentes. La respuesta final es sí.",['loro barranquero'],['loro']
353007,El ex presidente uruguayo José Mujica renunció al Senado y se retira de la política activa,@usuario Qué bueno por la Democracia Uruguaya. Es justo q èsta mente retorcida se vaya,El ex presidente uruguayo José Mujica renunció al Senado y se retira de la política activa https://t.co/ubQZbsZlhh,"respuesta: La expresión ""mente retorcida"" no es un término regional del español de Argentina, por lo tanto la respuesta final es no.",[],[]
357690,"El mensaje de El Dipy que lo convirtió en tendencia en las redes: ""Piensan que porque salí de un barrio humilde, soy kirchnerista o soy peronista""","@usuario Jajaja, no entras en ninguna categoría papá!!! Ahhh y hacete bien esos dientes dracu dracu que tenes! Otario","El mensaje de El Dipy que lo convirtió en tendencia en las redes: “Piensan que porque salí de un barrio humilde, soy kirchnerista o soy peronista” https://t.co/CMwm2t7eJA","respuesta: La expresión ""otario"" es de uso común en Argentina para referirse despectivamente a una persona que se considera tonta o ingenua. La respuesta final es sí.",['otario'],"['otario', 'papa']"
367676,"""No me curen, quiero morir"": Jaz la pequeña de 7 años que sufrió maltrato y abuso sexual en Puebla, está al borde de la muerte",@usuario Uyy dios mío 🙏🙏🙏🤦‍♀️🙁,"“No me curen, quiero morir”: Jaz, la pequeña de 7 años que sufrió maltrato y abuso sexual, está al borde de la muerte. El caso que conmueve a México https://t.co/VHN1gSrOdd","La expresión ""Uyy dios mío"" no es un término regional específico de Argentina, por lo tanto la respuesta final es no.",[],[]
374352,Una policía baleó y mató a un joven de 17 años que la atacó con una tijera en Moreno,@usuario Esta perfecto si atacan a un policía el se tiene que defender y yo lo banco a muerte,Una policía baleó y mató a un joven de 17 años que la atacó con una tijera en Moreno https://t.co/3INhfcsh2P,"La expresión ""yo lo banco a muerte"" es un término regional en Argentina que significa apoyar incondicionalmente a alguien. La respuesta final es sí.",['yo lo banco a muerte'],[]
336849,"Coronavirus en la Argentina: ""Es un error abrir más. No lo puedo permitir"", advirtió Axel Kicillof",@usuario Enano de mierda,"Coronavirus en la Argentina: ""Es un error abrir más. No lo puedo permitir"", advirtió Axel Kicillof https://t.co/CT4d6vtyni https://t.co/50CsSBAAFz","La expresión ""Enano de mierda"" no es un término regional del español de Argentina, ya que es una expresión vulgar y despectiva que puede ser utilizada en cualquier variedad de español. La respuesta final es no.",[],[]
390404,Ginés González García: la vacunación podría ser en las escuelas y por el padrón electoral,@usuario OTRA FAKE NEWS PARA CALENTAR A LOS CEREBROS LISOS.,Ginés González García adelantó que evalúan usar el padrón electoral para la vacunación https://t.co/IajGVulX0M,"La expresión ""cerebros lisos"" es de carácter regional en Argentina y se refiere de forma despectiva a las personas que se consideran ingenuas o fáciles de engañar. La respuesta final es sí.",['cerebros lisos'],['liso']
403270,"Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI",@usuario Tugo,"Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI https://t.co/u3wgZldYDw","La expresión ""Tugo"" no es un término regional del español de Argentina. La respuesta final es no.",[],['tugo']
394746,China impidió el ingreso del equipo de investigadores de la OMS que viajaba al país en busca del origen del COVID-19,@usuario Son asi frios y son culpables quieren tapar el sol con las manos,"El titular de la OMS, “decepcionado” con China por no dar las autorizaciones necesarias al equipo que viaja a investigar el origen del COVID-19 https://t.co/wXrMlasyFc","Respuesta: La expresión ""Son asi frios"" no es una expresión regional del español de Argentina, por lo tanto la respuesta final es no.",[],[]
