id,title,context_tweet,text,pred_cot,gpt_regionalisms,dict_regionalisms,has_regionalisms,CHECK,Notas,
352325,Coronavirus: la ONU pide reducir la población carcelaria para contener la pandemia,Coronavirus: la ONU pide reducir la población carcelaria para contener la pandemia https://t.co/9vZC0NGQwN,"@usuario Ah bueno , nos morimos todos que los manden a la ONU","respuesta: La expresión ""Ah bueno"" es un término coloquial utilizado de forma usual en Argentina para expresar sorpresa o incredulidad. Por lo tanto, la respuesta final es sí.",['ah bueno'],['ah bueno'],TRUE,0,,
347633,Axel Kicillof evalúa endurecer los controles a los porteños que se desplacen hacia la provincia de Buenos Aires,Axel Kicillof evalúa endurecer los controles a los porteños que se desplacen hacia la provincia de Buenos Aires | Por Martín Dinatale https://t.co/9DJmYHn6vh,@usuario Bienvenido al mando del enano sovietico!!!,"La expresión ""enano soviético"" no es un término regional del español de Argentina, sino que es una expresión despectiva utilizada para referirse al gobernador de la provincia de Buenos Aires, Axel Kicillof. La respuesta final es no.",[],['al mango'],TRUE,0,,
330547,"Desopilante respuesta de More Rial cuando le preguntaron de qué trabaja: ""Me la rasco...""","😂[QUIEN PUDIERA]😂 Desopilante respuesta de More Rial cuando le preguntaron de qué trabaja: ""Me la rasco..."" &gt;&gt;&gt; En medio de una transmisión de Instagram reveló cuáles son sus hábitos laborales y sorprendió a todos sus seguidores. ¡Mirá!

https://t.co/0KWlc9ecBm","@usuario Che Cronica,cuanto te pasa Rial en el sobre para que vivas publicando lo que hace esta inutil? 🤔",respuesta: El comentario no contiene expresiones regionales. La respuesta final es no.,[],"['al sobre', 'che']",TRUE,0,,
341389,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,@usuario Ni una gota de semen al suelo Sued. Ni una sola gota.,"respuesta: La expresión ""Ni una gota de semen al suelo Sued"" es de carácter regional, ya que hace referencia a un personaje de la televisión argentina, José María Listorti, quien utiliza esta frase en sus sketchs humorísticos. La respuesta final es sí.",['ni una gota de semen al suelo sued'],['al vuelo'],TRUE,0,,
394638,Escocia será el primer país del mundo que proveerá gratis tampones y toallas femeninas a todas las mujeres,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,"@usuario Ahora todos los legisladores kirchneristas y “aliados” van a querer imitar a Escocia. Bueno, imitémosla también en presión fiscal, les parece??

Empresas
🏴󠁧󠁢󠁳󠁣󠁴󠁿 30,6%
🇦🇷 106,3%

Personas
🏴󠁧󠁢󠁳󠁣󠁴󠁿 41%
🇦🇷 ~55%",respuesta: No hay expresiones regionales en este comentario. La respuesta final es no.,[],"['aliado', 'kirchnerista']",TRUE,0,,
343279,China: vuelven a vender murciélagos y carne de animales domésticos a pesar del coronavirus,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,"@usuario Tranquis.. tanquis... 
Sabemos que el coronavirus no vino del murcielago. Sino un arma quimica de un laboratorio de ee.uu que queria desestabilizar china.. y ahora el #COVIDー19 ya infecta a sus ex aliados europeos..","La expresión ""tranquis.. tanquis.."" es una forma coloquial de decir ""tranquilos"" en Argentina, por lo tanto, es una expresión regional del español de Argentina. La respuesta final es sí.","['tranquis.. tanquis..', 'tranquilos']",['aliado'],TRUE,0,,
354764,"China alertó sobre brote de peste bubónica pero la OMS no lo considera de ""alto riesgo""","China alertó sobre brote de peste bubónica pero la OMS no lo considera de ""alto riesgo""
https://t.co/T2bps0Cm1l","@usuario basta con estos inutiles
ya comprobamos que ""de alto riesgo"" son esa banda inservible","La expresión ""en estos inútiles ya comprobamos que 'de alto riesgo' son esa banda inservible"" no contiene términos regionales del español de Argentina. La respuesta final es no.",[],"['alto', 'banda']",TRUE,0,,
380715,Luis Novaresio recomendó un juguete sexual en las redes,😱🔥[¡INESPERADO!]😱🔥 Luis Novaresio recomendó un juguete sexual en las redes &gt;&gt;&gt; El periodista compartió en sus redes sociales una peculiar noticia sobre un objeto para el placer masculino que se volvió viral. ¡Entrá a la nota y mirá! https://t.co/U8NuqEKeQX,"@usuario Alto sida, tiene el viejo esté !!!","La expresión ""Alto sida, tiene el viejo esté"" es de carácter regional en Argentina y se refiere de manera coloquial a una persona mayor que tiene una gran cantidad de experiencia sexual. La respuesta final es sí.","['alto sida, tiene el viejo este']","['alto', 'viejo']",TRUE,0,,
402289,"El oficialismo convoca a una ""caravana federal"" en apoyo al Gobierno y al impuesto a las grandes fortunas",Organizan una caravana en apoyo al Gobierno y al impuesto a las fortunas https://t.co/CPrTao14AH https://t.co/F875VKxyHv,"@usuario Que lindos autos de alta gama ahí😲 En fín, la hipocresía.","La expresión ""ahí"" es un término regional del español de Argentina que se utiliza como una interjección para expresar sorpresa, indignación, entre otros sentimientos. La respuesta final es sí.",['ahi'],['alto'],TRUE,0,,
352281,Coronavirus: la ONU pide reducir la población carcelaria para contener la pandemia,Coronavirus: la ONU pide reducir la población carcelaria para contener la pandemia https://t.co/9vZC0NGQwN,"@usuario si,liberan presos,el pueblo no morira de CORONAVIRUS sino de homicidios,violaciones, y robos,eso sucederia si se liberan presos,son muy inocentes,no se como ocupan esos altos cargos.","La expresión ""trolo"" es un término regional en Argentina usado para referirse a una persona homosexual. La expresión ""no se como ocupan esos altos cargos"" no constituye un regionalismo. La respuesta final es sí.","['trolo', 'no se como ocupan esos altos cargos']",['alto'],TRUE,0,,
344824,Coronavirus en Argentina: el 70% de los casos son en hombres,Coronavirus en Argentina: el 70% de los casos son en hombres https://t.co/f4OXwC4wtl,@usuario @usuario Por el trabajo ellos ocupan más cargos altos y son jefes lidian con más personas,respuesta: El texto no contiene expresiones regionales. La respuesta final es no.,[],['alto'],TRUE,0,,
404679,"Usurpación en Cariló. Cumbia y champagne, así festejaban en la casa tomada","Usurpación en Cariló. Cumbia y champagne, así festejaban en la casa tomada https://t.co/XZzkCfERK4 https://t.co/fU6af5ZdKi",@usuario Ahora apuntan alto?,"La expresión ""apuntan alto"" no es un término regional del español de Argentina, por lo que la respuesta final es no.",[],['alto'],TRUE,0,,
351661,"El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: ""Son hijos de puta y pelotudos pero tienen derecho a un respirador""",El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: “Son hijos de puta y pelotudos pero tienen derecho a un respirador” | Por Matías Russo Coroman https://t.co/Qs2C6KSprg,@usuario Y pensó en voz alta...es su pensamiento!!!,"La expresión ""hijos de puta y pelotudos"" no es específicamente regional de Argentina, ya que se utiliza en diversas variedades del español. Por lo tanto, la respuesta final es no.",[],['alto'],TRUE,0,,
328328,Florencia Kirchner regresa a la Argentina luego de más de un año de tratamiento en Cuba,Cristina Kirchner anunció que regresa con su hija Florencia a la Argentina https://t.co/HMo9JGd8qa,@usuario La verdad que estás cosas desacreditan mucho a Alberto. Me desperté y me amargo la noticia,respuesta: El comentario no contiene expresiones regionales. La respuesta final es no.,[],['amargo'],TRUE,0,,
339414,"Coronavirus: ser chino en la Argentina, discriminación y ""cuarentena"" para evitar agravios","Coronavirus: ser chino en la Argentina, discriminación y ""cuarentena"" para evitar agravios https://t.co/lCHDl5VoBI","@usuario Todas las pestes se originaron en China, país de 1.300 millones de personas, donde solo 100 viven como en occidente, el resto son pobrísimos, en la hambruna del 70 el gobierno los autorizó a comer, traficar cualquier animal, lo hicieron, ahí están las consecuencias, q vaya a Chin","respuesta: La expresión ""Chin"" como forma abreviada de China es de carácter regional en Argentina. La respuesta final es sí.",['chin'],"['animal', 'cualquiera', 'secuencia']",TRUE,0,,
405635,Así quedó la iglesia de El Bolsón vandalizada por mapuches,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Estos indios están más terroristas que los de acá: ahora se dan el lujo de causar estragos. ¡Puedo entender porqué los conquistadores españoles les masacraron! Sencillamente; porque se portan como animales crueles.,"La expresión ""indios"" en este contexto es considerada un término regional en Argentina para referirse a los pueblos originarios. La respuesta final es sí.",['indios'],"['animal', 'dar']",TRUE,0,,
364661,Alertan por nuevo virus con potencial de pandemia,"Alertan por un nuevo virus en China con potencial de pandemia
#LoTienenLosCerdos #SimilarALaGripePorcina #PeroPeor #ParáUnPoco2020 #UnaPandemiaEsDemasiado #DosNoSeAguantan #ChinaLoHizoDeNuevo #YAhoraQué? #EstamosPerdirijillos
@BAENegocios 
https://t.co/MPnK6oXB5A",@usuario Ésto nos indica que tenemos que ser veganos y dejar a los animales en paz.,"respuesta: El comentario tiene varias expresiones que podrían considerarse como regionalismos de Argentina, como ""EstamosPerdirijillos"", ""ParáUnPoco2020"" y ""YAhoraQué?"". La respuesta final es sí.","['estamosperdirijillos', 'paraunpoco2020', 'yahoraque?']","['animal', 'vegano']",TRUE,0,,
347451,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito","Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj","@usuario Hijos de mil ! Xq no se meten ellos en las cajas haber cuanto tiempo duran vivos, sin agua, comida, ni oxígeno, es el peor País del mundo son unas bestias andando y sin sentimientos! Los animales deberían defender de estas bestias de dos patas 😠","respuesta: La expresión ""Hijos de mil"" es un regionalismo del español de Argentina, utilizado como un insulto o como una expresión de enojo. La respuesta final es sí.",['hijos de mil'],"['animal', 'vivo']",TRUE,0,,
343314,China: vuelven a vender murciélagos y carne de animales domésticos a pesar del coronavirus,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,@usuario Señores esto demuestra q es mentira que el.virus vino de animales. Vino de humanos hijos de puta de laboratorio q lo largaron,"La expresión ""hijos de puta"" es de carácter coloquial y se usa comúnmente en Argentina y otros países de habla hispana para referirse de manera despectiva a alguien. Por lo tanto, la respuesta final es sí.",['hijos de puta'],['animal'],TRUE,0,,
362680,"Leche de cucaracha, la nueva bebida nutritiva: ¿quién se anima a probarla?","Leche de cucaracha, la nueva bebida nutritiva: ¿quién se anima a probarla? https://t.co/SmPfCoqaxP","@usuario yo no, pero mi amigo @usuario seguro, le ha tomado la leche a cada animal!","respuesta: La expresión ""le ha tomado la leche a cada animal"" es de carácter regional en Argentina y se refiere a una persona que ha tenido relaciones sexuales con diferentes personas. La respuesta final es sí.",['le ha tomado la leche a cada animal'],['animal'],TRUE,0,,
393817,"Acusaron a un refugio para animales en China de vender pieles de tigres en peligro de extinción y hacer vino ""afrodisíaco"" con sus huesos",Un refugio para animales en China habría vendido pieles de tigres en peligro de extinción y hecho un vino “afrodisíaco” con sus huesos https://t.co/h3mmH7svUk,@usuario Cómo que en China no es el mejor lugar para tener un refugio de animales..se comen todo lo que camina los chinos,"La expresión ""los chinos se comen todo lo que camina"" es una expresión regional de Argentina que se refiere de forma estereotipada a la alimentación de la población china. La respuesta final es sí.",['los chinos se comen todo lo que camina'],['animal'],TRUE,0,,
327565,Coronavirus en Argentina: por el encierro forzoso advierten que puede aumentar la violencia contra mujeres y niños,Coronavirus y encierro forzoso: advierten que puede aumentar la violencia contra mujeres y niños https://t.co/Sg0V0qNAhp,"@usuario Si es muy probable, la gente frente a este tipo de naturaleza, saca el animal.","La expresión ""sacar el animal"" es un término regional en Argentina que se refiere a comportarse de forma salvaje o agresiva. La respuesta final es sí.",['sacar el animal'],['animal'],TRUE,0,,
347440,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito","Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj","@usuario Según fuentes de la FAO (Organización de las Naciones Unidas para la Alimentación y la Agricultura), cada segundo mueren en el mundo aproximadamente 2.000 animales, 345 millones al día aproximadamente, a lo que hay que añadir unos 140 millones de toneladas de peces!",No hay expresiones regionales en el texto. La respuesta final es no.,[],['animal'],TRUE,0,,
364679,Alertan por nuevo virus con potencial de pandemia,"Alertan por un nuevo virus en China con potencial de pandemia
#LoTienenLosCerdos #SimilarALaGripePorcina #PeroPeor #ParáUnPoco2020 #UnaPandemiaEsDemasiado #DosNoSeAguantan #ChinaLoHizoDeNuevo #YAhoraQué? #EstamosPerdirijillos
@BAENegocios 
https://t.co/MPnK6oXB5A",@usuario @usuario ¿Ahora qué? PUES YA NO COMAMOS ANIMALES.,"respuesta: En el comentario se utilizan varios hashtags (#LoTienenLosCerdos, #SimilarALaGripePorcina) que podrían considerarse regionalismos al referirse a la situación del virus en China y a la comparación con enfermedades anteriores. La respuesta final es sí.",[],['animal'],TRUE,0,,
347446,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito","Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj",@usuario Que Masacre Dios .... La sociedad china es la más cruel  que existe en relación al trato animal . El resto del mundo deberíamos repudiar actos como estos ....  Que Dios  reciba a esas 4000 almas 😿🐰🐶 🙏🏽🙌🏽,No hay expresiones regionales en el comentario. La respuesta final es no.,[],['animal'],TRUE,0,,
343294,China: vuelven a vender murciélagos y carne de animales domésticos a pesar del coronavirus,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,"@usuario No es cierto que coman animales domésticos en todo china , sólo en regiones  de  Guangdong, Guizhou y Guangxi, y algunas del noreste, cercanas a Corea donde vive etnia coreana y son determinadas razas","La expresión ""No es cierto que coman animales domésticos en todo China"" no es un regionalismo, ya que se trata de una frase común en cualquier variedad del español. La respuesta final es no.",[],['animal'],TRUE,0,,
367684,"""No me curen, quiero morir"": Jaz la pequeña de 7 años que sufrió maltrato y abuso sexual en Puebla, está al borde de la muerte","“No me curen, quiero morir”: Jaz, la pequeña de 7 años que sufrió maltrato y abuso sexual, está al borde de la muerte. El caso que conmueve a México https://t.co/VHN1gSrOdd",@usuario @usuario Me parte el alma......  A los abusadores del planeta hay que matarlos!!!!!!!!!!! (tanto de niños como de animales) SON BESTIAS EN LA TIERRA!!!! DIOS!!!!!,"La expresión ""me parte el alma"" no es un regionalismo, es una expresión común en español que se utiliza para expresar tristeza o conmoción. La expresión ""abusadores del planeta"" tampoco es un regionalismo, ya que se refiere a aquellos que cometen abusos, independientemente del lugar donde se encuentren. Por lo tanto, la respuesta final es no.",[],['animal'],TRUE,0,,
343610,China: comenzó el tradicional Festival de carne de perro a pesar de la pandemia de coronavirus,China: comenzó el tradicional Festival de carne de perro a pesar de la pandemia de coronavirus https://t.co/XaGiVlTMRq https://t.co/MXn609BUzE,"@usuario Vergonzoso, lo que también aquí, en Argentina, debería ser noticia la proliferación de frigoríficos, algunos clandestinos,  que procesan la carne de caballo, que en algunos casos se venden como de otro animal, caballos hasta robados de algunos campos.-","respuesta: La expresión ""caballos hasta robados de algunos campos"" no es una expresión regional, sino más bien una descripción de una situación específica en Argentina. La respuesta final es no.",[],['animal'],TRUE,0,,
329917,Toma de tierras en Guernica: los ocupantes hicieron un festival en protesta anticipada por el desalojo que ordenó la justicia,Toma de tierras en Guernica: los ocupantes hicieron un festival en protesta anticipada por el desalojo que ordenó la justicia https://t.co/ZpDNtXFIEr,"@usuario Fiesta, víveres, que bien!!! Un aplauso para el aparato retraso y corrupcion","respuesta: La expresión ""aparato retraso"" es un término regional en Argentina usado de forma peyorativa para referirse a un grupo de personas desorganizadas o ineficientes. La respuesta final es sí.",['aparato retraso'],['aparato'],TRUE,0,,
393070,China lanzó una peligrosa venganza por los reportes sobre la eficacia de una de sus vacunas,China lanzó una peligrosa venganza por los reportes sobre la eficacia de una de sus vacunas https://t.co/65PypL41wL,@usuario Alguien que me dia cual es el tweeter de xi jinping asi lo invito a sopletearme la quena junto con todo su aparato de represion.... chino hijo de una gran puta....,"respuesta: La expresión ""sopletearme la quena"" es un término regional en Argentina que se refiere a recibir una paliza. La respuesta final es sí.",['sopletearme la quena'],['aparato'],TRUE,0,,
398699,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA","@usuario Arroz y frijoles como Cuba y Venezuela, esas futuras generaciones con alimentación básica, el futuro ya llego...hace rato....","respuesta: La expresión ""Arroz y frijoles como Cuba y Venezuela"" es una comparación regional, ya que hace referencia a la dieta básica y limitada de países como Cuba y Venezuela. La respuesta final es sí.",['arroz y frijoles como cuba y venezuela'],"['arroz', 'basico']",TRUE,0,,
398725,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA",@usuario Con arroz garbanzos y lenteja hago una cagadera especial para cagarle en la cara a esa vieja,"La expresión ""hago una cagadera especial para cagarle en la cara a esa vieja"" es de carácter vulgar y coloquial, pero no es específicamente regional del español de Argentina. La respuesta final es no.",[],"['arroz', 'cagar', 'cara', 'lenteja', 'vieja']",TRUE,0,,
398700,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA","@usuario Que  divinaaaa!!!!

Arroz,  garbansos, lentejas y polenta...

Se vá a poner durita la cosa, no??

Mucha  fuerza en el inodoro👍🤦‍♂️🙇‍♂️","respuesta: La expresión ""Se vá a poner durita la cosa"" es de carácter regional en Argentina y se refiere a que la situación se va a poner difícil o complicada. La respuesta final es sí.",['se va a poner durita la cosa'],"['arroz', 'duro', 'lenteja', 'polenta']",TRUE,0,,
339641,"Una investigación afirma que el régimen chino ocultó al menos 40 mil muertes por coronavirus en Wuhan: ""La cifra real solo la saben ellos""",Una investigación afirma que el régimen chino ocultó al menos 40 mil muertes por coronavirus en Wuhan: “La cifra real sólo la saben ellos” https://t.co/Q68Z3q9Pvq,@usuario Llego la hora de hervir a los ojitos de arroz con un onda expansiva,"La expresión ""ojitos de arroz"" es un término regional en Argentina utilizado para referirse a las personas de origen asiático. La respuesta final es sí.",['ojitos de arroz'],['arroz'],TRUE,0,,
351658,"El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: ""Son hijos de puta y pelotudos pero tienen derecho a un respirador""",El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: “Son hijos de puta y pelotudos pero tienen derecho a un respirador” | Por Matías Russo Coroman https://t.co/Qs2C6KSprg,@usuario Que los diputados y senadores solo cobren un ATP x mes.....q pasaría??,respuesta: El comentario no contiene expresiones regionales. La respuesta final es no.,[],['atp'],TRUE,0,,
358047,Familiares y barras de Quilmes despidieron al ladrón asesinado por el jubilado en un polémico cortejo,El polémico cortejo del ladrón asesinado por el jubilado en Quilmes https://t.co/bKtIOJ6n4m https://t.co/6UvBqDXS41,"@usuario No fue asesinado, el choco con una bala y tuvo mala suerte.","La expresión ""el choco con una bala"" es de carácter regional y se refiere a ser alcanzando por una bala en un tiroteo. La respuesta final es sí.",['el choco con una bala'],"['bala', 'choco', 'suerte']",TRUE,0,,
336527,Detuvieron a otro delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia,Detuvieron a un delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia https://t.co/kRHjqDIljH,@usuario Pared y balas de gomas hasta que muera...,"La expresión ""Pared y balas de gomas hasta que muera"" no es un regionalismo del español de Argentina, por lo tanto la respuesta final es no.",[],"['bala', 'goma']",TRUE,0,,
379386,"Las organizaciones sociales salieron al cruce de la acusación de Sergio Berni por la toma de tierras: ""La falta de vivienda no se resuelve con balas""",Las organizaciones sociales salieron al cruce de la acusación de Sergio Berni por la toma de tierras: “La falta de vivienda no se resuelve con balas” https://t.co/w0cDK2BIfI,"@usuario El movimiento kirchnerista puede marchar para defender delincuentes
La gente no puede marchar por sus derechos

La hipocresia de este gobierno.
A los toma tierras, bala
#nohaycuarentena #PeorGobiernoDeLaHistoria","La expresión ""bala"" se refiere de manera regional al uso de la fuerza o represión para solucionar conflictos sociales. Por lo tanto, la respuesta final es sí.",['bala'],"['bala', 'kirchnerista']",TRUE,0,,
403404,"Chocobar. ""Espero que se haga Justicia"", dijo la madre del ladrón muerto","Chocobar. ""Espero que se haga Justicia "", dijo la madre del ladrón muerto https://t.co/csvrGOMgSv https://t.co/bIhDAtCjJH","@usuario Si, para que se haga #Justicia falta al sr Chocobar una condecoración. El ladrón, murió en su ley y bien muerto está. Si hubiese salido a buscar trabajo lo más probable es que estaría vivo. Al ladrón, asesino, violador, se le mete bala y listo.","respuesta: La expresión ""mete bala"" es un término regional en Argentina usado para referirse a disparar un arma de fuego. La respuesta final es sí.",['mete bala'],"['bala', 'vivo']",TRUE,0,,
358470,"El pasacalles de los vecinos de Isidro Casanova con una advertencia a los ladrones: ""Si venís a robar, no llamamos a la Policía""","El pasacalles de los vecinos de Isidro Casanova con una advertencia a los ladrones: “Si venís a robar, no llamamos a la Policía” https://t.co/rUqW5dZkT5",@usuario Abajo hay que poner otro que diga: Hay balas para todos,"La expresión ""hay balas para todos"" es de carácter regional en Argentina y se refiere a una amenaza implícita de que los vecinos están dispuestos a defenderse con armas de fuego en caso de ser atacados. La respuesta final es sí.",['hay balas para todos'],['bala'],TRUE,0,,
404682,"Usurpación en Cariló. Cumbia y champagne, así festejaban en la casa tomada","Usurpación en Cariló. Cumbia y champagne, así festejaban en la casa tomada https://t.co/XZzkCfERK4 https://t.co/fU6af5ZdKi",@usuario @usuario paredon y bala,"La expresión ""paredón y bala"" es un término regional en Argentina que hace referencia a la ejecución de una persona, generalmente en el contexto de la justicia por mano propia. La respuesta final es sí.",['paredon y bala'],['bala'],TRUE,0,,
