id,context_tweet,text,chatgpt_output,pred
364261,🔴 AHORA | María Eugenia Vidal: “Queremos pedirles otra oportunidad para hacer el mejor gobierno posible” https://t.co/i6jLBjs5OG https://t.co/2qajW0UDq4,@usuario Jajajajajaaaaaa seguí participando,"El comentario ""seguí participando"" no contiene un término o expresión regional del español de Argentina. La respuesta final es no.",0
365222,Opinan los especialistas: ¿por qué los jóvenes argentinos se quieren ir del país? | Por Graciela Gioberchio https://t.co/INs2rWc8KK,@usuario Una mejor calidad de vida y oportunidades,"La respuesta es no, ya que el comentario no contiene expresiones regionales.",0
375744,"Thelma Fardin revictimizada: las víctimas de violación no pueden quedar presas del estigma mientras los violadores siguen libres | Por Luciana Peker
https://t.co/MIEIxyK7Wv",@usuario La invito a que asista al programa de los señores Tugo Bierno y el arabe,"La expresión ""Tugo Bierno"" es un juego de palabras regional en Argentina utilizado para referirse al programa de televisión argentino ""Tu Gobierno"". La respuesta final es sí.",1
339209,"Coronavirus: con un piquete fronterizo, bolivianos piden controles sanitarios para los argentinos que entran a ese país https://t.co/EwPYLuDXlA","@usuario Acá somos tan boludos que les damos hospitales, escuelas y universidades gratis y como si fuera poco también planes, AUH y ahora la tarjeta Alimentar.  
Encima comentas algo y salta desde el INADI la idiota de Vicky Donda gritando q están discriminando!
País de pelotudos.","La expresión ""boludos"" es un término regional de Argentina que se utiliza coloquialmente para referirse a personas tontas o ingenuas. Por lo tanto, la respuesta final es sí.",1
384739,La angustia de Lola Latorre por los agravios que recibe en las redes: “Me hicieron un meme de Peter La Anguila” https://t.co/PFrtFcXm6J,@usuario NABANANANAS QUIEN FUE EL CULIAO JAJAJAJSJSJSJS,"La expresión ""culiao"" es un término regional en Chile y en algunas regiones de Argentina para referirse despectivamente a una persona. Por lo tanto, la respuesta final es sí.",1
380437,"Vecinos de Villa Azul, entre el miedo al coronavirus y al futuro: ""¿Cómo hacemos para tener comida? ¿Qué hacemos cuando esto termine?"" https://t.co/0oeteKmFSi",@usuario La Su los puede ayudar,"La expresión ""La Su los puede ayudar"" no es un término regional del español de Argentina, por lo tanto la respuesta final es no.",0
347952,Donald Trump: “Fue la incompetencia de China y nada más lo que causó esta masiva matanza mundial” https://t.co/4owLXYJ58c,"@usuario China no llega ni a la mitad de matanzas que causó eeuu en todas sus golpes de estados, invasiones y guerras a nivel mundial . En Argentina entre el 76 y el 83, eeuu mato con su mano de obra nacional a alrededor de 30000 personas. Polemico.","La respuesta final es no, ya que no se utilizó ninguna expresión regional en el comentario.",0
363955,"José Luis Chilavert fustigó a Diego Maradona por su relación con Nicolás Maduro, Hugo Chávez y Fidel Castro https://t.co/vUS5tokXrg https://t.co/i1hIh83avt",@usuario A quien mierda le importa lo que piense un PARAGUAYO??? Sea éste o cualquier otro.  Que vayan a su país a opinar de su gente.,"La expresión ""paraguayo"" usada de forma despectiva en el comentario es un término regional en Argentina utilizado para denigrar a las personas de nacionalidad paraguaya. La respuesta final es sí.",1
341121,"Coronavirus: ¿China logró la vacuna ""perfecta""? https://t.co/yW2eoOmxTn","@usuario Y ahora la venderan y se harán mas ricos, deberian regalarla","La expresión ""Y ahora la venderan"" no es un término regional del español de Argentina. La respuesta final es no.",0
335681,"Por la crisis, el Gobierno se prepara para repartir cajas navideñas a más de un millón y medio de familias https://t.co/GYNPciRRtS",@usuario #CFKesCLEPTOCRACIA,"La expresión ""#CFKesCLEPTOCRACIA"" no es un término regional del español de Argentina. La respuesta final es no.",0
363270,"Insólito: un buque chino inicialmente detenido por pescar ilegalmente en mar argentino, logró al final darse a la fuga | Por Sergio Serrichio https://t.co/rzUyxCSm5c",@usuario @usuario Insólito? Ja,El comentario no contiene expresiones regionales. La respuesta final es no.,0
403705,"Es norteamericano, sobrevivió al 11-S y se mudó a Argentina: “Es uno de los mejores países del mundo” | Por Florencia Illbele
https://t.co/Lsiw2RrMnR","@usuario Obvio míster, lástima el #gobiernodemierda que tenemos y todos sus séquitos planeros. Andate antes q te apuñalen en la calle y la policía no te pueda defender.","La expresión ""gobierno de mierda"" no es específicamente regional de Argentina, ya que puede ser utilizada en otros países de habla hispana. Por lo tanto, la respuesta final es no.",0
391347,Cristina Kirchner recibió la vacuna Sputnik V https://t.co/8ewxO1BWFP https://t.co/8mpgO5sZ3B,@usuario Circo para la gilada que piensa que esta nefasta es una santa,"La expresión ""para la gilada"" es un término regional en Argentina que se refiere a las personas ingenuas o fáciles de engañar. Por lo tanto, la respuesta final es sí.",1
385901,Ginés González García: “La vacuna contra el COVID-19 podría estar a principios del año que viene” | Por Mariana Dahbar https://t.co/du52RLsvyv,@usuario Borracho chamuyero.,"La expresión ""chamuyero"" es una expresión coloquial usada en Argentina para referirse a una persona que habla mucho y con poca fundamentación. La respuesta final es sí.",1
340011,"Elisa Carrió: ""No tengan miedo, el problema no es el coronavirus sino Putin"" https://t.co/PNCHuFxdnM",@usuario Pongan en cuarentena a está mujer...lo tiene lo tiene,"La expresión ""lo tiene"" no es un regionalismo del español de Argentina. La respuesta final es no.",0
352088,OPINIÓN: la vicepresidenta aprovecha el miedo y la regresión de la sociedad para embestir contra sus causas por corrupción. Eduardo van der Kooy https://t.co/Jm8II1cyUy,@usuario Y a darle a la makinita o al bitcóin,"La expresión ""a darle a la makinita o al bitcóin"" es una expresión coloquial usada en Argentina para referirse al hecho de seguir haciendo algo sin importar las consecuencias. Por lo tanto, la respuesta es sí, existe un término regional en el comentario.",0
377747,"Grabois calificó al campo como ""parásitos que viven de la renta extraordinaria de la tierra que es de todos"" https://t.co/c8XQr9c1aA","@usuario LA TIERRA ES PARA EL QUE LA COMPRO CON ESFUERZO Y SUDOR DE SANGRE, PARA QUE VENGAS VOS IMBECIL A QUERER DECIR QUE ES DE TODOS. NO SABES DIFERENCIAR UNA VACA DE UN CHIMANGO.","La expresión ""imbécil"" no es regional, ya que se utiliza en varios países de habla hispana. Por lo tanto, la respuesta final es no.",0
355566,"Luis Brandoni cruzó a Ricardo Alfonsín por sus críticas a la marcha: ""No está en el centro de sus convicciones, de lo que ha mamado desde que nació"" https://t.co/RuqteYDjek",@usuario Que convicciones querés que tenga el excremento de @usuario si manotea un millón de pesos por mes del estado. A quien carajo le puede importar la moral que pueda tener un hdp así.,"La expresión ""excremento"" en este contexto no representa un término regional específico de Argentina, ya que es una palabra que puede ser utilizada en cualquier variedad del español para referirse de forma despectiva a una persona. Por lo tanto, la respuesta final es no.",0
395002,"Murió el periodista Mario Pereyra, ícono de la radio de Córdoba https://t.co/MZtxmqFP4o",@usuario Un forro menos,"La expresión ""forro"" es un término coloquial y vulgar utilizado en Argentina para referirse a una persona desagradable, molesta o despreciable. La respuesta final es sí, hay una expresión regional en el comentario.",1
344672,Coronavirus: desde Malvinas le contestaron a Daniel Filmus que si necesitan ayuda se la van a pedir al Reino Unido https://t.co/7mKJUK1501,@usuario Ojalá les llegue el virus y se caguen muriendo ...mugrientos de mierda,"La expresión ""mugrientos de mierda"" no es un término regional específico de Argentina. La respuesta final es no.",0
362144,Un grupo de encapuchados saqueó una tienda de Louis Vuitton en Portland en medio de las protestas por la muerte de George Floyd https://t.co/WdWGIAhskH,@usuario Primero lo importante...,El comentario no contiene expresiones regionales. La respuesta final es no.,0
390578,Aborto: miles de mujeres volvieron a las calles para reclamar que se trate y sea ley https://t.co/hbfjyaIYbA,@usuario #YoNoMeVacuno mi cuerpe,El comentario no contiene expresiones regionales. La respuesta final es no.,0
356297,Morena Rial estaba haciendo una transmisión en vivo y comenzó a discutir con su novio https://t.co/uLAgLHZBqD,@usuario A todo esto ... Quien cuidaba al nene???,"La expresión ""A todo esto"" es de uso frecuente en todo el ámbito del español, por lo que no se considera un regionalismo. La respuesta final es no.",0
387023,😱[¿QUÉ PASÓ?]😱 La angustia de More Rial tras la pelea pública con su novio &gt;&gt;&gt; La pareja protagonizó un fuerte enfrentamiento en medio de una transmisión en vivo de Instagram y preocupó a todos los seguidores. ¡Mirá!  https://t.co/UUMF6LyVlm,@usuario Esta chica está enferma . De que manera se la puede ayudar antes que sea demasiado tarde?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
358758,24 de marzo. Florencia Kirchner recordó a Néstor desde la cuarentena con su madre y su hija https://t.co/GbQ6LuEUik https://t.co/eRjGDz3R7I,@usuario Avísenle a está piba que lea la historia en la dictadura el padre no hizo nada por los derechos humanos se dedicó a quitarle las casas a quien no podía pagar nefastos hipocrita,El comentario no contiene expresiones regionales. La respuesta final es no.,0
397239,Yanina Latorre le respondió a quienes la cuestionaron porque su mamá se vacunó contra el COVID-19 en Estados Unidos https://t.co/w9t3G6NIBX,@usuario Ojalá todo esto genere que la familia Latorre en pleno se vaya a vivir al exterior. Son prescindibles,El comentario no contiene expresiones regionales. La respuesta final es no.,0
357368,La desacertada declaración de Bernie Ecclestone: “En muchos casos las personas negras son más racistas que las blancas” https://t.co/30IR1woaCw,@usuario Tiene razón.  No es políticamente correcto decirlo. Pero es cierto,"La expresión ""politícamente correcto"" no es un término regional del español de Argentina, por lo que la respuesta final es no.",0
377122,Escándalo en Córdoba por los comentarios antisemitas de un profesor: “Le doy el aguinaldo a quien encuentre un judío pobre” https://t.co/R0mU8U6Ae4,@usuario Y a quien encuentre a un gitano con empleo honesto.,"La expresión ""gitano"" en este contexto no es necesariamente regional, ya que puede ser utilizada en otros países de habla hispana para referirse a personas de etnia gitana. Por lo tanto, la respuesta final es no.",0
335473,Alfredo Cornejo: “El peronismo de hoy representa al sector parasitario que vive de quienes crean riqueza” https://t.co/p3bKfwF93N,@usuario Viejo bldo,"La expresión ""bldo"" es un término regional en Argentina utilizado como forma coloquial de referirse a alguien, específicamente para expresar molestia o enojo. La respuesta final es sí.",1
331610,"La Provincia volvió a apuntar a la Ciudad por el avance del coronavirus: ""Veníamos bien hasta el brote de la villa 31"" https://t.co/7ROvndX32c",@usuario Este Kreplak no es nada confiable,"La expresión ""Este Kreplak"" no es un término regional del español de Argentina. La respuesta final es no.",0
374893,"Robó a una embarazada, los vecinos lo lincharon y pidió clemencia: “Perdón, tengo dos pibes” https://t.co/gOcURtu6LT","@usuario Anda a vender pastelitos, pelotudo, si es cierto que tenes dos hijos.","La expresión ""anda a vender pastelitos, pelotudo"" es de carácter coloquial y no es exclusiva de Argentina, aunque puede ser común en ese país. Sin embargo, no se considera un regionalismo específico de Argentina. La respuesta final es no.",0
360112,Graciela Camaño: “Me parece horrible que el abogado de Cristina Kirchner integre el consejo para la reforma judicial” https://t.co/A9DGv1ktP7,@usuario Pero después vas y votas por su impunidad vieja forra @usuario,"La expresión ""vieja forra"" es de carácter regional en Argentina y se utiliza de manera despectiva hacia una persona mayor. La respuesta final es sí.",1
391575,Una dirigente gremial docente afirmó que “el nivel de circulación de coronavirus dentro de una escuela es tan alto que podría compararse con el de una fiesta clandestina” https://t.co/4Huf0N317Q,"@usuario Manga de ignorantes!!!! Como pueden poner en duda que la  escuela es foco de contagio???? Forros!!!! Mandan al muere a los pibes, a los familiares de riesgo porque no quieren quedarse a cuidar a los pibes en casa.... Estupidos imberbes","El comentario contiene expresiones coloquiales como ""manga de ignorantes"", ""forros"", ""mandan al muere"" y ""estúpidos imberbes"". Estas expresiones no son propias de un habla estándar del español, por lo que se consideran expresiones regionales de Argentina. La respuesta final es sí.",1
404476,Diego Poggi se arrepintió de publicar el doloroso mensaje que le escribió su padre cuando le contó que tenía novio: “Exploté de la peor manera” https://t.co/npOke3v0bX,@usuario Muy imbecil.... los trapos sucios de lavan en casa. Resentido total ...,"La expresión ""los trapos sucios se lavan en casa"" es un refrán que se utiliza en varios países de habla hispana para hacer referencia a que los problemas familiares o personales deben solucionarse dentro del ámbito privado y no hacerse públicos. No se considera un regionalismo específico de Argentina. La respuesta final es no.",0
352818,"💥[OTRA INDIRECTA]💥 ¿More Rial cuestionó las habilidades de su ex en la cama? &gt;&gt;&gt; Luego de su separación con Facundo Ambrosioni, la mediática hizo una fuerte referencia a su vida sexual. ¡Mirá!  https://t.co/BGvJn4JoFo",@usuario Esta acumulando mas leche que mastellone,"La expresión ""acumulando mas leche"" es de carácter regional, y se refiere a la acumulación de deseos sexuales. La respuesta final es sí.",1
385847,Domingo Cavallo: “El Gobierno debería retomar las privatizaciones para reducir el déficit fiscal” | Por Martín Kanenguiser https://t.co/2ttAGxaUUH,"@usuario El estado no tiene por qué poseer empresas y competir contra los privados. Es, fué y siempre será un ABUSO DE PODER","La expresión ""abuso de poder"" no es considerada regional, ya que se utiliza en otros países de habla hispana. La respuesta final es no.",0
376960,"Eduardo Duhalde: ""Mi impresión es que Alberto Fernández está grogui, como De la Rúa” https://t.co/NOHw9hXEDj https://t.co/SIwwb3v3bC",@usuario Ya lo sabíamos...de otra manera no habría sido elegido por cris,"La expresión ""grogui"" es de origen inglés (""groggy"") pero se encuentra incorporada al lenguaje coloquial en Argentina y se refiere a estar aturdido o confundido. Por lo tanto, la respuesta es sí, existe un término regional en el comentario.",0
342852,Coronavirus: un diputado chileno propuso trasladar pacientes a la Argentina https://t.co/dvl4yg4g2C,@usuario Porque van hacer algo así!!!,"La expresión ""van a hacer algo así"" no es un término regional del español de Argentina. La respuesta final es no.",0
377261,El video viral de un empresario que cuestiona al Estado por los impuestos y los planes sociales: “¿Quién mierda va a confiar en la Argentina?” https://t.co/V6IUrq7RXk,@usuario Uds no pueden hablar mas de la confianza y las inversiones.,El comentario no contiene expresiones regionales. La respuesta final es no.,0
386795,"Diego Reinhold y la pandemia: “Necesitaba que pase algo así, que colapse; no quiero el mundo de antes”. | Por Tatiana Schapiro https://t.co/ms854nq8GB","@usuario QUE VIVA DE LAS 10 LUCAS DEL IFE POR 6 MESES, A VER SI LE GUSTA TANTO, TODA ESTA MIERDA...
LAS PELOTUDESES QUE HAY QUE LEER....","La expresión ""las pelotudeces que hay que leer"" es un término coloquial utilizado en Argentina para referirse a comentarios o noticias consideradas sin sentido o irrelevantes. Por lo tanto, la respuesta es sí, hay una expresión regional en el comentario.",0
356841,Fabiola Yáñez encabezó una reunión virtual con 459 gerentes del Banco Nación y los instó a trabajar por la inclusión social https://t.co/hM7qXSuCxR,@usuario 459 gerentes..... 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,El comentario no contiene expresiones regionales. La respuesta final es no.,0
375596,"Viola Davis, Halle Berry y Angela Bassett, actrices negras que superaron la discriminación en Hollywood https://t.co/NKL5Oo40Ku https://t.co/rAuxdRn2fO","@usuario el titulo de por si da pena, la nación cree que el racismo es una enfermedad que los que la sufren tienen que superar, es un título discriminatorio","La expresión ""da pena"" no es específicamente un término regional del español de Argentina. Aunque puede ser una expresión coloquial utilizada en varios países de habla hispana, no se considera un regionalismo específico de Argentina. Por lo tanto, la respuesta final es no.",0
349938,Las Mujeres del trece se despiden de la pantalla chica este viernes https://t.co/EQRuzWni4p https://t.co/krFnBhDpkZ,@usuario Desde que empezó estaba destinado al fracaso  .paupérrimo programa .,El comentario no contiene expresiones regionales. La respuesta final es no.,0
352680,El polémico mensaje de Amalia Granata: “Quisieron legalizar la muerte y la muerte vino a visitarlos” https://t.co/Q9Lqmuj7GE https://t.co/a5HsQCBgMd,@usuario a vos también vino a visitarte. O estas exenta? @usuario,El comentario no contiene expresiones regionales. La respuesta final es no.,0
358495,"El difícil presente de Mirta Wons: “No tengo ahorros, los actores estamos en la lona” https://t.co/KR4nXnhOeX",@usuario Pero como.  No era que Macri era hambre?,"La expresión ""Macri era hambre"" es un término regional en Argentina, utilizado para referirse a la crisis económica y la situación de pobreza durante el gobierno de Mauricio Macri. La respuesta final es sí.",1
377298,"De la pareja a la “trieja”: tienen una relación de a tres y comparten casa, sexo, cama y proyectos de vida | Por Gisele Sousa Dias
https://t.co/hCFycsJIja",@usuario Muy bueno! 🤗,El comentario no contiene expresiones regionales. La respuesta final es no.,0
376767,Se escapó una bacteria de un laboratorio en China y ya hay más de 3.000 enfermos https://t.co/Wt2rYhH1z1,@usuario Chinos hdp ya te venden el antídoto,"La expresión ""chinos hdp"" es de carácter regional y se refiere de manera despectiva a los chinos. La respuesta final es sí.",1
353343,"Guillermo Moreno: ""Es una barbaridad cerrar las villas, el peronismo es amor, ¿qué hubiese dicho Evita?"" https://t.co/FWMNdyO2Qk",@usuario Amor......... a la pobreza,La respuesta final es no.,0
347270,Polémica opinión de Aníbal Pachano contra la cuarentena: “No voy a vivir entre cuatro paredes porque se le ocurra al Presidente de la Nación” https://t.co/FH5y7tMbox,"@usuario Que más le da morirse de eso o de lo otro, en definitiva es la respuesta de un egoísta","La expresión ""que más le da"" es una expresión regional común en Argentina que se utiliza para expresar indiferencia ante una situación. La respuesta final es sí.",1
351833,🔴 AHORA | Alberto Fernández criticó a Susana Giménez y defendió a Marcelo Tinelli https://t.co/vMUxU3bdKB,@usuario Pregunta... los de la Villa Azul y sus alrededores no son Noticias? No está Berni ahí?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
343148,"China celebró el final de su batalla contra el coronavirus: ""Hemos derrotado al actual brote"" https://t.co/b6QmYSjawg",@usuario El famoso cuento chino...,El comentario no contiene expresiones regionales. La respuesta final es no.,0
344353,"Coronavirus en Argentina: 341 presos bonaerenses inician huelga de hambre y piden ""irse a sus casas"" https://t.co/GXtHXFL6te","@usuario Un gasto menos, dinero q puede ser invertido en salud. Y Si llegan a quemar colchones en señal d protesta como es su costumbre, q duerman en el piso!",El comentario no contiene expresiones regionales. La respuesta final es no.,0
380082,"#EXCLUSIVO Violó la cuarentena para comprar vino y lo ejecutaron a balazos #CrónicaPoliciales #PasóEnMoreno #ImpactanteDesenlace #FuertesDetalles
https://t.co/nK4SrpewZK","@usuario Excelente, un hdrp menos...hay que matar a los dos que huyeron","La expresión ""hdrp"" es una forma abreviada y despectiva para referirse a una persona. Aunque no es exclusiva de Argentina, se puede considerar un término regional en este contexto. La respuesta final es sí.",1
372551,El docente acusado de pedofilia que fue encontrado con un alumno en la cama se negó a declarar y seguirá preso | Por Federico Fahsbender https://t.co/6lF4Ftn6dX,@usuario Reverendo hdp!!!!!,"La expresión ""reverendo hdp"" es de carácter regional en Argentina y se usa como un insulto fuerte. La respuesta final es sí.",1
360714,"“Cristian, mirá lo que hago por vos”: quién es la modelo hot que se metió en el baúl de un auto para violar la cuarentena https://t.co/0Bi4o6szc3",@usuario Se le caen los clientes.,"La expresión ""se le caen los clientes"" no es regional, es una expresión común en español que significa que está perdiendo seguidores o personas interesadas en lo que ofrece. La respuesta final es no.",0
395861,"Elizabeth Vernaci y Lalo Mir, las nuevas voces institucionales de Radio Nacional https://t.co/zCARhwrmHl https://t.co/gleeDqqPtb",@usuario Bue los ciudadanos deberemos pagar la militancia de estos maldecucados,"La expresión ""maldecucados"" no es un término regional del español de Argentina. La respuesta final es no.",0
369444,"Jésica Cirio habló del sexo con Martín Insaurralde: ""Es como Superman"" https://t.co/8Toj20hhNl",@usuario 😂😂😂😂,El comentario no contiene expresiones regionales. La respuesta final es no.,0
342752,Coronavirus: las terribles imágenes del mercado donde se originó la pandemia https://t.co/Sy9BvJATax,@usuario Loci dejen de joder con lo de la sopa de murcielago..¡¡ Este virus es made in china por quilombos que en nuestra puta vida nos vamos a enterar..¡¡ Ni olvido ni perdón muerte al gobierno chino por lo que nos hicieron..,"El comentario contiene algunas expresiones regionalistas como ""loci"" y ""quilombos"". ""Loci"" es una forma coloquial de referirse a un grupo de personas, mientras que ""quilombos"" se refiere a problemas o conflictos. Por lo tanto, la respuesta final es sí.",1
370873,Un jubilado se enfrentó a tres ladrones que entraron a su casa y mató a balazos a uno de ellos https://t.co/rgfYDEAjIK,@usuario Si este es el país de los ladrones. Ellos mandan y marcan las reglas de juego. El q labura y cuida lo suyo es un Gil.,"La expresión ""Gil"" puede considerarse como un término regional en Argentina, usado para referirse despectivamente a alguien que es considerado tonto o ingenuo. Por lo tanto, la respuesta final es sí.",1
350329,El líder piquetero Luis D’Elía pidió el indulto presidencial https://t.co/nobQwvkLa4,@usuario Gordo hijo de una gran puta,"La expresión ""hijo de una gran puta"" no es específicamente un término regional del español de Argentina, ya que se utiliza en otros lugares de habla hispana. Por lo tanto, la respuesta final es no.",0
394793,Alarma entre los científicos en Bolivia por la aparición de un nuevo virus con una letalidad similar al ébola https://t.co/qHLVgRSMRe,@usuario Será que volvió Evo lo muto de acá de Argentina.,"La expresión ""lo muto de acá de Argentina"" es de carácter regional y se refiere a que algo ha sido transformado o modificado. La respuesta final es sí.",1
388529,Murió el hombre que asesinó a cuchillazos a un policía en Palermo https://t.co/omKrJzsfOJ,@usuario Faltan datos del loco,El comentario no contiene expresiones regionales. La respuesta final es no.,0
407404,"Funcionario público y drag queen: la “doble vida” del político que representa a Salta en tacos, peluca y barba con brillos | Por Gisele Sousa Dias https://t.co/UhZ539RtlG https://t.co/BeSO3F3Gb3",@usuario ¿Y?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
397232,Yanina Latorre le respondió a quienes la cuestionaron porque su mamá se vacunó contra el COVID-19 en Estados Unidos https://t.co/w9t3G6NIBX,@usuario Cualquiera jajaja no sé que responder la tipa,La respuesta no contiene expresiones regionales. La respuesta final es no.,0
386040,El ex presidente uruguayo José Mujica anunció que deja la política https://t.co/iSY9Rb3ccC,@usuario Chau viejo tupamaro patasucia. No se te extrañará.,"La expresión ""viejo tupamaro patasucia"" es un término regional en Argentina que se refiere de forma despectiva a una persona de izquierda o de ideología revolucionaria. La respuesta final es sí.",1
386651,"Fernando Iglesias: “Hasta que el peronismo no deje de ser el centro político, el país no tiene solución” | Por Mariel Fitz Patrick https://t.co/cNJfZT67lg",@usuario Y con políticos como vos del otro lado tampoco hay solución.,"La expresión ""del otro lado"" en este contexto no es un término regional específico de Argentina, ya que puede ser utilizado en cualquier variedad del español para referirse al otro bando político o a la oposición. La respuesta final es no.",0
340169,Un diputado chileno propuso trasladar a enfermos de coronavirus a la Argentina https://t.co/X7REunq8Mt,"@usuario ""Como ustedes hoy no están tan saturados, podríamos hacer un convenio de aprovechar nosotros, que estamos falto de aquello, y posteriormente, ojalá no ocurra, que pudiese haber un aumento de contagiados, ustedes utilizar la infraestructura nuestra""","La expresión ""estamos falto de aquello"" no es un regionalismo del español de Argentina. Es una expresión común que se utiliza en diferentes variedades del español. La respuesta final es no.",0
389089,Coronavirus: Insfrán afirma que su gestión es mejor que la de Larreta https://t.co/mJzfSOzq2N https://t.co/9eGKtomCqN,@usuario Ahí lo tenes al boludo....,"La expresión ""ahí lo tenes al boludo"" es una expresión regional de Argentina que se utiliza para referirse de manera despectiva a alguien. La respuesta final es sí.",1
346057,Liberaron a un acusado de violación por riesgo de coronavirus: salió de la cárcel y mató a tiros a la víctima https://t.co/YkZWErgoYa,"@usuario Clarín no aclara sus noticias..
Mala intención?
SEÑORES FUE EN ESTADO UNIDOS!!!!!","La expresión ""Señores fue en Estados Unidos"" no es un término regional del español de Argentina. La respuesta final es no.",0
349922,"Elisa Carrió acusa a Alberto Fernández y Cristina Kirchner de ser ""traidores a la patria"" por prohibir las reuniones familiares https://t.co/9sJdyGZoRJ",@usuario La boludez en su máxima expresion,"La expresión ""la boludez en su máxima expresión"" es una expresión coloquial, aunque no exclusiva de Argentina. Por lo tanto, la respuesta final es no.",0
